Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
twisted fren,1048,9754,-1,24376,13106,-1,-1,13114,-1,11140,13131,-1,3162,3488,-1,1953,99,99,99,99,95,78,92,83,84,80,79,87,86,76,80,78,80,76,88,87,70,86,72,ge
Borgore1000,1163,1031,1731,1333,1113,1201,-1,1079,-1,2912,23291,-1,3170,3464,-1,391,40,40,42,41,2,22,40,9,11,1,23,10,9,29,64,1,1,1,1,1,1,1,1,ge
god andreawr,5527,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3158,3484,-1,902,54,56,54,76,87,52,81,50,45,43,30,26,35,1,18,1,36,1,41,1,25,51,38,ge
8BUN,1046,23410,23354,21209,10416,13660,-1,10418,-1,12958,12959,-1,3171,3470,-1,169,2,1,1,12,2,21,1,31,14,1,1,22,19,30,1,1,1,2,1,1,2,1,1,ge
Patdawg93,579,1007,1731,1387,581,-1,-1,1015,-1,1063,1061,-1,3165,3466,-1,382,32,32,32,35,30,23,9,32,30,1,25,34,8,22,29,1,1,1,1,1,1,1,1,ge
Arjanvr,-1,4363,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3166,3487,-1,863,55,55,61,59,37,27,70,60,65,1,61,66,77,57,70,1,1,1,1,1,35,1,1,ge
Animated_hf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3166,3487,-1,72,10,1,15,14,1,2,1,7,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,ge
Morbida78,-1,-1,-1,1299,1109,1197,-1,1071,-1,-1,-1,-1,3164,3487,-1,229,22,22,22,23,1,12,8,20,59,1,7,12,6,1,5,1,1,1,1,1,1,1,1,ge
Creamulus,9752,9751,19547,6773,11828,-1,-1,11834,-1,7462,13239,-1,3176,3489,-1,1918,90,90,99,99,99,77,94,84,70,72,82,73,82,71,74,90,75,73,96,96,65,84,83,ge
Sosige9,2619,6568,10364,4587,2615,2621,-1,2617,-1,-1,4131,-1,3165,3474,-1,337,58,45,60,54,1,11,38,6,6,1,1,6,5,1,6,1,31,1,1,1,1,1,1,ge
tzoo2,1163,4405,1731,853,1135,-1,-1,1099,-1,1065,1061,-1,3166,3468,-1,845,50,45,59,60,65,40,60,45,54,35,53,61,35,46,18,3,23,22,51,17,1,1,1,ge
sSparty,2613,4345,1725,1331,2607,2611,-1,2609,-1,2922,9005,-1,3161,3489,-1,247,30,33,35,33,1,13,8,15,1,1,46,3,9,1,10,1,1,1,1,1,1,1,1,ge
Thutmose 3rd,12211,1031,-1,20756,12205,-1,-1,12207,-1,-1,23285,-1,3166,3487,-1,742,50,50,50,53,50,40,60,60,50,1,50,60,60,50,50,1,1,1,1,1,1,1,1,ge
lion legs,24387,23351,23354,-1,24389,12335,-1,24391,-1,-1,24393,-1,3164,3486,-1,1610,90,85,92,95,91,80,94,87,75,99,65,53,61,43,63,60,71,50,77,42,30,30,77,ge
Carisleighh,1037,-1,-1,1333,1125,-1,-1,1089,-1,2902,-1,-1,3161,3492,-1,425,41,22,37,35,21,25,8,76,25,1,36,63,9,1,11,3,1,5,1,1,1,1,1,ge
Onitinit2020,1057,4411,10366,1381,12451,-1,-1,1033,-1,2912,1061,-1,3162,3484,-1,280,1,40,1,46,54,20,38,4,45,1,1,16,3,1,1,1,1,1,1,1,1,1,1,ge
oina kalju,11865,6570,6585,4151,3140,12954,-1,4585,-1,7462,11840,-1,3171,3491,-1,1763,85,85,91,91,88,70,99,70,71,79,71,70,75,70,70,78,76,67,81,70,59,77,70,ge
Darkthor1438,2657,4373,1725,1319,1123,-1,-1,1079,-1,2932,3061,-1,3157,3464,-1,863,65,65,65,68,61,50,63,80,62,1,78,54,3,61,67,1,1,13,1,1,1,1,1,ge
Zlahc,1163,4365,-1,1381,1127,1201,-1,1079,-1,1065,9005,-1,3151,3463,-1,614,58,56,63,59,40,36,52,56,63,1,10,28,25,32,27,1,1,1,1,1,1,1,1,ge
howdoindill,-1,9801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3165,3480,-1,1030,50,41,50,53,54,45,66,99,62,62,52,70,59,42,44,17,23,53,33,19,1,10,25,ge
Ragingcanuck,1159,1019,1725,1299,1121,1197,-1,1071,-1,-1,-1,-1,3163,3467,-1,360,28,26,21,27,20,18,18,32,23,1,26,23,8,36,45,1,1,1,1,1,1,1,1,ge
Wena Loko,-1,4399,1725,-1,1005,-1,-1,-1,-1,1059,9005,-1,3156,3464,-1,0,1,1,1,1,1,1,1,1,63,1,43,1,1,1,56,1,1,1,1,1,1,1,1,ge
bugz e,6858,9753,1731,-1,1035,-1,-1,12889,-1,12895,1837,-1,3175,3480,-1,839,85,99,90,90,89,62,72,32,19,1,35,21,12,29,25,1,31,25,17,1,1,1,1,ge
URABZ,1037,-1,3861,4565,-1,24378,-1,13664,-1,-1,9638,-1,3151,3480,-1,390,50,1,60,51,70,1,70,1,8,1,1,12,7,1,1,1,35,14,1,1,1,1,1,ge
JayThomas69,2657,4403,10364,23334,2653,2659,-1,2655,-1,2912,12896,-1,3160,3478,-1,509,45,47,54,49,38,26,33,41,41,1,30,32,5,34,25,1,1,1,1,1,1,1,1,ge
Infernal99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3163,3466,-1,703,50,50,60,57,56,43,48,62,43,2,25,55,8,38,49,1,16,22,12,3,1,1,1,ge
physio27NL,1163,1007,1725,1387,1113,1201,-1,1093,-1,2912,1061,-1,3167,3490,-1,614,54,49,55,54,1,33,59,68,73,1,48,39,3,35,34,1,1,1,1,1,1,1,1,ge
sToNeRLaD114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3163,3485,-1,299,28,24,21,28,2,17,28,19,14,1,27,4,21,44,12,1,1,2,1,1,1,1,1,ge
Slayerrr422,1169,4365,1731,853,1129,-1,-1,1099,-1,1065,-1,-1,3169,3477,-1,1062,60,2,74,66,63,52,77,50,66,85,40,50,37,37,43,60,30,53,25,57,1,1,33,ge
murdermurrf,579,4405,1727,1381,1035,-1,-1,1033,-1,2912,1061,-1,3166,3466,-1,232,20,21,20,22,1,14,15,36,5,1,44,8,9,2,6,1,1,1,1,1,1,1,1,ge
KingLiz,1050,-1,11976,-1,1035,-1,-1,12329,-1,11972,2904,-1,3165,3478,-1,701,60,50,62,65,70,44,59,42,37,18,47,7,26,1,2,10,32,24,41,1,1,1,1,ge
Cherished X,1037,-1,6585,1387,13663,-1,-1,13664,-1,13665,-1,-1,3165,3487,-1,1008,60,45,66,61,54,47,86,70,49,37,54,50,40,40,50,24,49,55,13,20,22,1,15,ge
Nyos,-1,21295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3158,3470,-1,1931,99,99,99,99,99,99,99,99,82,80,82,63,75,70,70,90,74,74,85,85,56,70,83,ge
Maxi Kush,6858,4383,6859,1387,6654,-1,-1,3059,-1,3060,12891,-1,3164,3486,-1,490,33,10,24,45,50,25,57,63,45,1,43,8,9,30,39,1,1,1,1,1,1,1,1,ge
Spindog1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3153,3479,-1,625,51,48,50,52,34,35,58,55,33,1,37,37,43,60,23,1,1,1,1,1,1,1,1,ge
kingsepp32,12293,4413,1731,1329,12287,12291,-1,12289,-1,-1,1061,-1,3161,3485,-1,314,25,20,33,28,1,13,8,37,19,1,28,19,6,29,39,1,1,1,1,1,1,1,1,ge
revnantsheep,65023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3482,-1,1141,60,61,58,66,72,56,52,80,59,80,63,43,48,50,61,50,38,29,38,2,36,31,8,ge
805_god,12892,20834,10366,1381,12893,2621,-1,12894,-1,12895,12896,-1,3166,3470,-1,730,46,44,46,43,42,60,51,38,31,43,24,31,44,41,20,41,21,23,9,1,1,9,21,ge
BadFish72,6656,4385,1478,10280,6654,-1,-1,6655,-1,2932,11019,-1,3166,3487,-1,383,33,33,33,35,27,21,9,42,64,1,36,24,3,1,13,1,1,1,1,1,1,1,1,ge
ilopee,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3163,3467,-1,572,45,45,53,48,30,31,37,30,73,1,30,40,9,29,30,1,1,1,23,1,12,1,1,ge
RedEyeMage00,7394,4335,1727,1387,7390,-1,-1,20202,-1,-1,-1,-1,3166,3471,-1,277,30,30,31,44,1,29,59,1,1,1,1,1,1,29,10,1,1,1,1,1,1,1,1,ge
mafiaproblem,1161,1029,1731,12297,23392,2603,-1,1073,-1,12895,12891,-1,3165,3476,-1,301,40,30,30,34,1,21,1,41,7,1,42,9,1,9,26,1,1,1,1,1,1,1,1,ge
shantiartist,2639,19697,12002,-1,20038,-1,-1,20044,-1,10077,23413,-1,3167,3488,-1,909,58,50,58,57,42,43,72,70,36,64,40,58,64,74,26,3,2,20,22,17,19,13,1,ge
Jaffa Jub,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3165,3486,-1,675,41,45,50,49,45,33,55,46,51,1,44,53,50,50,31,1,1,1,1,1,24,1,1,ge
ITIrMonopoly,13258,-1,11968,-1,13259,-1,-1,13260,-1,-1,13261,-1,3170,3470,-1,1496,74,72,73,76,71,70,73,70,56,73,94,50,62,57,62,48,67,53,63,77,40,64,51,ge
Te Ziek,-1,-1,-1,1333,-1,-1,-1,-1,-1,-1,-1,-1,3157,3472,-1,1624,99,99,99,99,99,90,93,92,79,86,64,52,61,50,93,45,66,53,98,24,14,15,54,ge
legend564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3164,3472,-1,841,61,60,70,65,53,45,77,36,41,1,48,23,51,41,11,10,48,41,52,4,1,1,1,ge
Djupedal,-1,-1,-1,1349,-1,-1,-1,-1,-1,-1,-1,-1,3166,3486,-1,419,40,1,49,43,45,31,34,23,7,1,18,19,47,24,16,1,1,14,1,1,1,1,1,ge
VividPix3l,-1,-1,1727,1351,-1,-1,-1,-1,-1,1059,1061,-1,3168,3490,-1,191,20,20,20,23,1,1,20,10,1,1,3,1,1,21,40,1,1,1,1,1,1,1,1,ge
NotTheExpert,-1,4335,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,3154,3483,-1,699,60,60,63,61,40,51,52,63,75,1,67,5,21,32,30,1,1,1,1,11,1,1,1,ge
Make Me Meme,6182,-1,11976,9084,-1,-1,-1,-1,-1,-1,9005,-1,3166,3485,-1,1541,75,75,78,78,77,70,74,79,62,89,70,75,72,50,60,45,70,50,66,38,57,74,57,ge
R4NG34M0TI0N,9764,9763,-1,12788,-1,-1,-1,-1,-1,-1,-1,-1,3166,3473,-1,993,61,41,73,88,99,52,99,53,40,27,53,30,41,1,50,27,39,28,20,17,1,1,52,ge
tmoth2110,12600,13679,21314,21354,-1,-1,-1,-1,-1,-1,-1,-1,3169,3485,-1,1136,57,45,55,54,47,47,60,72,56,68,52,78,52,46,45,45,42,45,20,69,26,20,35,ge
Im at revs,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,-1,-1,3170,3489,897,165,1,1,1,10,1,1,1,26,40,1,30,41,1,1,1,1,1,1,1,1,1,1,1,ge
hackasnack,2665,4371,1725,23332,2661,2667,-1,2663,-1,1059,7596,-1,3160,3487,-1,350,50,50,52,49,1,33,24,47,5,1,3,7,4,1,15,1,1,1,1,1,1,1,1,ge
RileyS996,2627,-1,1478,1333,1113,2629,-1,2625,-1,-1,-1,-1,3162,3485,-1,464,40,40,38,40,17,27,30,36,42,1,28,30,5,35,38,1,1,1,1,1,10,1,1,ge
KingKeno,21720,-1,22692,1359,20775,-1,-1,20777,-1,-1,22701,-1,3166,3487,-1,1484,75,81,80,81,76,55,82,99,87,48,99,70,75,62,60,47,62,54,51,43,28,34,35,ge
Jesusisurbro,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3163,3473,-1,805,50,1,64,63,70,31,62,44,36,17,28,30,36,47,63,20,40,26,24,9,1,9,34,ge
LadySkroo,-1,20211,23354,1305,3140,6524,-1,4087,-1,3060,1837,-1,3167,3487,-1,677,60,60,63,61,44,36,60,20,37,5,18,37,32,31,25,16,16,12,40,1,1,1,1,ge
AngryPurex,-1,-1,11970,22361,-1,-1,-1,-1,-1,-1,-1,-1,3164,3481,-1,1034,60,1,76,76,85,52,86,41,75,26,82,50,31,20,32,17,55,53,55,1,1,9,50,ge
Pkermax2244,21298,6568,12436,4151,21301,12954,-1,21304,-1,-1,11840,-1,3157,3477,-1,865,70,66,91,82,81,44,65,99,1,1,47,51,13,40,20,1,31,14,44,1,1,1,1,ge
the_cure_for,10828,6568,3859,4587,3140,12954,-1,4087,-1,6720,11840,-1,3164,3487,-1,1156,70,60,76,70,59,48,60,50,56,99,46,33,46,45,61,57,45,45,52,50,1,1,26,ge
madeofwin,-1,-1,-1,1349,6180,-1,-1,-1,-1,-1,-1,-1,3167,3488,-1,688,1,1,1,58,70,1,25,67,53,17,66,49,10,54,37,31,27,27,44,40,1,7,1,ge
Gin Gimlet,12321,-1,9470,12379,23975,10882,-1,23979,-1,24006,24003,-1,3166,3474,-1,1812,90,90,91,92,90,90,99,75,70,70,75,66,70,80,80,78,73,72,87,72,62,70,70,ge
g o r s k i,1050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3167,3489,-1,1116,70,60,65,64,50,43,58,95,61,71,51,41,50,43,50,30,57,46,57,17,9,7,21,ge
AlpLmao,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3160,3489,-1,709,50,50,50,48,28,23,43,46,41,65,26,57,39,39,32,3,10,15,22,1,11,9,1,ge
Jordan XCVI,13627,13629,-1,-1,13631,-1,-1,13633,-1,1580,13637,-1,3173,3478,-1,1626,76,76,77,80,82,70,80,99,71,76,65,66,75,67,72,70,70,54,69,67,46,52,66,ge
Novolox,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3165,3487,-1,710,40,40,54,52,46,36,56,59,53,1,57,47,41,59,61,1,1,1,1,1,1,1,1,ge
Stellar420,-1,-1,-1,1333,23395,12281,-1,2663,-1,2922,1061,-1,3166,3473,-1,681,62,62,62,63,37,41,53,52,35,1,43,40,35,38,42,1,1,1,1,1,8,1,1,ge
Normie F0nz,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3487,-1,776,70,70,70,74,75,60,75,1,1,66,1,1,1,1,1,10,29,1,49,1,1,1,50,ge
Pipo ylawea,22326,22114,1729,21015,22327,-1,-1,22328,-1,7460,11836,-1,3165,3481,-1,1783,90,90,93,95,91,77,81,70,75,77,70,70,70,70,70,78,75,80,80,70,58,78,75,ge
silverfoxuup,1163,1007,1725,1333,1127,1201,-1,1079,-1,1065,1061,-1,3168,3488,-1,627,60,60,62,61,42,47,61,1,1,1,1,33,36,42,41,1,1,1,1,1,1,1,1,ge
A GAY 1,23448,-1,552,24539,13663,21695,-1,13664,-1,-1,13182,-1,3167,3470,-1,198,1,1,1,10,1,1,49,35,27,1,1,30,30,1,1,1,1,1,1,1,1,1,1,ge
Lolaa xo,1037,-1,-1,4565,13663,-1,-1,13664,-1,13665,13182,-1,3172,3473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
XxAsgard,3751,6568,1725,1231,3140,12954,-1,4087,-1,-1,11840,-1,3157,3484,-1,723,70,65,63,67,41,68,57,4,40,31,16,1,45,46,7,1,33,19,37,1,1,9,1,ge
99 Narging,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3161,3485,-1,1146,71,70,76,73,68,70,57,66,56,33,48,50,55,40,50,34,49,53,63,20,9,9,26,ge
B1luckydog99,-1,-1,552,1381,1035,-1,-1,1033,-1,1059,1061,-1,3167,3489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
Wisc Chees,1139,23300,1729,-1,1103,1173,-1,1087,-1,-1,1061,-1,3168,3487,-1,527,18,10,16,18,1,17,1,65,58,1,50,54,50,68,60,1,1,1,1,1,33,1,1,ge
x_xuchihax_x,2665,23410,-1,1333,2661,2667,-1,3479,-1,-1,-1,-1,3160,3485,-1,378,40,40,56,53,56,26,35,5,2,1,1,2,8,29,16,1,1,1,1,1,1,1,1,ge
A S S X IN,-1,-1,1708,-1,-1,-1,-1,-1,-1,-1,-1,-1,3167,3476,-1,182,2,1,10,24,19,1,35,1,25,1,1,1,1,1,12,1,1,1,1,1,1,1,40,ge
Lt_Fox_Hound,1050,6568,6585,4587,10551,8850,-1,1079,-1,11126,4131,-1,3173,3489,-1,1023,70,50,66,70,75,44,57,31,65,44,59,68,37,47,37,26,58,35,55,18,1,9,1,ge
aberardo-lgt,1145,1007,1729,1329,1125,1173,-1,1077,-1,-1,1061,-1,3165,3466,-1,496,42,33,34,38,1,28,40,10,54,1,1,36,40,6,55,1,21,1,1,1,1,50,1,ge
HollyRabbit,1165,1019,1725,1327,1125,1195,-1,1077,-1,1059,1061,-1,3171,3484,-1,226,20,15,20,20,1,10,1,20,9,1,17,12,1,36,34,1,1,1,1,1,2,1,1,ge
I_am_MisterD,12887,1023,1731,21354,12888,21695,-1,12889,-1,12890,12891,-1,3171,3479,-1,740,1,1,80,70,61,13,61,43,36,9,42,37,35,30,32,19,36,26,55,13,14,1,25,ge
llcool_way,1038,4351,10364,21354,1035,13660,-1,23384,-1,3060,9005,-1,3163,3473,-1,312,1,1,1,10,1,1,1,18,31,1,58,25,70,41,44,1,1,1,1,1,1,1,1,ge
larubia82,-1,-1,-1,1213,577,1191,-1,1011,-1,-1,-1,-1,3171,3482,-1,0,48,42,1,1,41,1,1,1,44,1,1,1,1,1,46,1,1,1,1,1,1,1,1,ge
catinabowl69,-1,-1,1731,1333,-1,2675,-1,-1,-1,1059,1061,-1,3165,3486,-1,293,43,40,40,41,1,10,27,11,11,1,1,14,3,6,36,1,1,1,1,1,1,1,1,ge
Ursavini,-1,4407,-1,-1,-1,-1,-1,-1,-1,2902,1061,-1,3163,3468,-1,379,30,20,30,30,17,12,30,44,22,1,36,27,16,20,30,1,1,1,1,1,7,1,1,ge
xBAIANOx,5533,9783,1710,1387,-1,-1,-1,-1,-1,2902,4131,-1,3162,3488,-1,939,60,56,60,59,46,46,64,59,50,99,41,50,21,40,44,22,22,10,51,4,33,1,1,ge
Alexdar901,1161,-1,1716,1331,1123,1199,-1,1073,-1,1059,1061,-1,3163,3487,-1,484,38,33,34,36,41,17,50,34,12,1,21,50,19,2,15,1,21,45,10,1,1,1,1,ge
DogFkerFrank,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3166,3466,-1,1537,75,75,95,93,97,70,86,99,83,99,65,82,64,48,64,37,53,58,77,30,37,9,41,ge
NotAnXGender,-1,23297,1731,-1,-1,-1,-1,-1,-1,1059,1061,-1,3161,3491,-1,339,40,44,45,40,1,16,10,12,51,1,3,37,9,3,19,1,1,1,1,1,1,1,1,ge
TrashGobbo,-1,4343,1725,1331,1115,1191,-1,1095,-1,2922,1061,-1,3170,3485,-1,0,1,1,1,1,1,1,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
klim rous,-1,-1,-1,4565,-1,-1,-1,-1,-1,-1,-1,-1,3162,3484,-1,913,70,70,70,70,50,47,57,54,40,63,48,55,48,29,15,16,40,34,12,1,1,9,14,ge
Bhaktar,3057,1023,1727,1381,-1,-1,-1,-1,-1,-1,1061,-1,3162,3491,-1,629,58,41,60,56,1,45,39,83,50,1,55,21,5,46,60,1,1,1,1,1,1,1,1,ge
Guthixcut3,12931,21791,12002,12899,4870,6889,-1,4876,-1,19544,13235,-1,3164,3463,-1,898,64,77,69,76,73,60,92,33,37,36,23,21,32,29,18,47,52,10,20,1,1,17,10,ge
Bunana K1ng,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3167,3490,-1,741,50,51,53,53,37,41,55,51,50,1,50,53,65,50,50,1,1,1,1,1,24,1,1,ge
Drukx,3486,20211,23354,1387,3481,3488,-1,3483,-1,-1,9005,-1,3168,3490,-1,832,60,60,67,63,48,40,91,70,61,1,63,50,50,40,41,1,1,1,1,1,20,1,1,ge
JDaFool,-1,-1,1704,1381,-1,-1,-1,-1,-1,-1,-1,-1,3167,3487,-1,993,60,58,59,59,36,37,67,49,68,26,55,30,45,44,66,3,35,41,34,17,24,70,10,ge
Beenzy7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3170,3488,-1,1784,92,90,99,99,97,70,94,99,62,83,60,72,70,70,68,62,66,70,93,80,53,66,69,ge
indianpuj,1055,-1,1731,1333,1113,1201,-1,1079,-1,-1,-1,-1,3167,3487,-1,344,41,40,46,46,40,40,41,1,1,1,7,1,1,9,21,1,1,1,1,1,1,1,1,ge
Beowulf62496,20773,4347,1731,1359,7370,-1,-1,7378,-1,2922,11019,-1,3162,3489,-1,579,55,50,66,66,69,44,69,22,49,1,1,17,21,29,12,1,1,1,1,1,1,1,1,ge
Fightrule439,-1,-1,1725,1331,-1,1191,-1,-1,-1,-1,-1,-1,3162,3487,-1,217,46,46,46,46,1,14,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
Nimble93,13667,13669,6585,7409,13671,-1,-1,13673,-1,13675,13677,-1,3162,3488,-1,1293,64,60,60,61,60,57,61,58,63,62,61,60,51,53,45,60,67,46,52,58,28,54,52,ge
Pancake_Mkr,-1,4351,1731,-1,-1,-1,-1,-1,-1,2922,9005,-1,3165,3486,-1,382,48,48,48,46,1,19,44,29,45,1,28,2,4,1,10,1,1,1,1,1,1,1,1,ge
emily-chiky,12512,9756,6585,21902,12508,9731,-1,12510,-1,7462,19930,-1,3166,3473,-1,1633,90,90,91,97,99,73,85,71,70,51,57,68,70,70,71,70,70,60,77,35,31,70,67,ge
Tez Lah,12399,21791,12018,732,13072,3839,-1,13073,-1,8842,19933,-1,3164,3468,-1,1728,80,80,89,91,95,77,84,72,72,70,67,82,71,70,69,69,68,70,77,69,56,67,83,ge
gunfungunfun,1157,-1,1009,1325,1119,1193,-1,1069,-1,-1,1061,-1,3167,3487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
Rodrigo xd,1153,-1,-1,1381,1115,1191,-1,1067,-1,-1,-1,-1,3158,3489,-1,744,60,50,58,65,70,44,60,52,42,25,52,50,41,17,21,1,1,5,21,1,6,1,1,ge
Merellion,2665,-1,-1,1333,2661,2667,-1,2663,-1,1059,-1,-1,3162,3487,-1,433,41,44,44,41,2,21,42,43,23,1,34,28,3,29,29,1,1,1,1,1,1,1,1,ge
youtravelbro,11865,9807,6585,772,13631,12610,-1,13633,-1,11118,1846,-1,3162,3488,-1,1695,79,76,90,89,85,70,94,63,99,97,63,61,70,60,70,58,70,54,81,75,34,71,86,ge
Tay Per View,1037,6568,6585,21009,-1,6889,-1,-1,-1,-1,23389,-1,3155,3476,-1,984,64,60,65,64,56,61,62,92,62,67,52,99,33,1,37,1,40,18,33,1,1,1,14,ge
magicfoxuup,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3484,-1,0,1,1,1,1,1,1,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ge
Lessfish2855,-1,-1,-1,1271,1757,-1,-1,-1,-1,-1,-1,-1,3166,3470,-1,612,60,60,60,60,47,33,45,32,48,1,35,35,43,5,40,1,1,1,1,1,1,1,1,ge
minecrafte97,-1,-1,11978,-1,-1,-1,-1,-1,-1,-1,-1,-1,3160,3473,-1,1892,99,99,99,99,99,77,99,70,86,99,70,71,72,71,75,70,73,70,74,90,65,82,83,ge
Droppingbois,1044,23300,23309,1303,24009,20196,-1,24024,-1,2942,23291,-1,3158,3488,-1,1092,77,77,82,81,63,70,79,56,42,75,30,62,60,51,35,30,31,16,46,1,9,9,10,ge
Jockerson157,1153,4327,1725,1329,1115,1191,-1,1067,-1,1063,9006,-1,3162,3488,-1,454,20,1,36,26,1,32,18,56,46,1,44,44,29,43,49,1,1,1,1,1,1,1,1,ge
oldrunes11,1040,-1,1009,1349,6654,-1,-1,1077,-1,-1,-1,-1,3158,3488,-1,256,14,16,13,19,1,5,21,21,29,1,14,29,3,28,34,1,1,1,1,1,1,1,1,ge
HousePro,1046,-1,-1,1359,-1,12954,-1,-1,-1,-1,-1,-1,3169,3471,-1,1410,90,85,92,91,76,70,80,53,70,61,51,51,51,44,50,51,50,53,68,78,44,1,50,ge
Rizxl,-1,-1,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,3163,3484,-1,1397,61,60,60,67,71,99,82,90,64,99,41,70,71,68,60,72,35,40,47,1,57,11,71,ge
Ricohas2dads,1050,6568,-1,1387,546,1191,-1,548,-1,1065,-1,-1,3164,3484,-1,1030,75,72,71,74,66,44,64,64,75,30,70,59,43,30,55,1,57,10,39,1,20,9,1,ge
DeeDaGee,1161,1019,-1,1333,1123,1199,-1,1073,-1,1063,1061,-1,3164,3482,-1,422,61,50,78,69,1,33,1,18,40,1,14,1,28,1,18,1,1,1,1,1,1,1,1,ge
DyingEdge,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3164,3485,-1,649,41,40,41,42,41,28,60,51,51,1,45,49,41,43,55,1,1,1,1,1,13,1,1,ge
Kinsaii,11864,-1,-1,12926,12492,-1,-1,12494,-1,12490,19921,-1,3157,3487,-1,1302,75,71,71,83,91,58,76,40,53,47,56,76,70,26,33,69,70,55,72,24,1,60,25,ge
Dominic0114,-1,-1,-1,853,-1,-1,-1,-1,-1,-1,-1,-1,3166,3475,-1,840,52,55,57,61,65,39,53,50,1,50,1,31,33,41,90,10,32,1,24,1,9,1,1,ge
RYeo,1042,13679,21314,4566,6654,13660,-1,3059,-1,3060,7596,-1,3168,3484,-1,657,50,50,51,58,60,43,56,41,49,1,40,55,9,35,51,1,1,1,1,1,1,1,1,ge
OjoAmarillo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3162,3487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ge
alejandrop14,7396,4333,1731,1381,7392,-1,-1,1077,-1,2912,-1,-1,3162,3487,-1,248,17,24,11,28,12,2,44,5,18,1,1,3,1,46,27,1,1,1,1,1,1,1,1,ge
feeblesmith,1040,4409,10364,1333,-1,-1,-1,-1,-1,2912,9006,-1,3163,3487,-1,287,41,44,48,42,1,10,65,4,1,1,1,1,9,1,10,1,1,1,1,1,1,1,1,ge
45 dark 2714,1169,10499,-1,9185,1129,-1,-1,2495,-1,21816,7159,-1,3174,3477,-1,374,37,5,1,52,64,44,1,1,36,9,1,1,35,1,3,1,16,14,40,1,1,9,1,ge
Need A Bonds,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1061,-1,3166,3485,-1,241,1,1,1,24,1,1,55,1,59,1,34,1,51,1,1,1,1,1,1,1,1,1,1,ge
Shat Daddy,12399,9763,12002,21354,20517,13660,-1,-1,-1,2922,2904,-1,3167,3487,-1,1174,60,1,81,86,95,52,99,81,45,99,27,50,50,35,32,39,35,53,24,24,22,1,83,ge
